course_prefix,course_number,course_title,course_desc,num_units,dept_name,inst_ipeds,metadata
AJ,380,Research Methodology for AJ,The logic and techniques of social research as applicable to the field of Administration of Justice. Basic topics and techniques of social research methodology reviewed with an especial emphasis on applied research as suited to the Administration of Justice practice and policy making. Planning and conduct of research to be covered as well as the criteria for evaluating existing research for establishing policies and best practices.,3,Administration of Justice,141565,attributes: GQ; prerequisites: AJ  101 (Attributes: GQ)
AJ,470,Seminar in Admin of Justice,Selected topics in administration of justice. Topics vary from semester to semester as announced.,3,Administration of Justice,141565,Prerequisites: AJ 101
ANSC,141,Intro To An Science,"Introductory material related to animal science and livestock production including topics such as terms, body parts, wholesale cuts, breeds, digestion, feeding, reproduction, industry, and livestock breeding.",3,Animal Science,141565,attributes: ['DB']; course_name: Intro To An Science; course_number: ANSC 141
ANSC,163,Intro Equine Sports &amp; Careers,"Overview of equine sports including english, western, rodeo, driving, and racing. Within each sport, potential career paths and their educational requirements will be reviewed.",3,Animal Science,141565,course_code: ANSC 163; course_name: Intro Equine Sports & Careers
ANSC,254,Fundamentals of Nutrition,"Comparative animal digestive systems and metabolism. Essential nutrients, their functions, mechanisms of action and interrelationships.",3,Animal Science,141565,"attributes: ['DB', 'GCC']; course_name: Fundamentals of Nutrition; course_number: ANSC 254; cross_listing: BIOL 254"
ANSC,421,Intro to Veterinary Pharmacol,Introduction to the basic principles of veterinary pharmacology and major drug classes.,3,Animal Science,141565,prerequisites: CHEM  141 or higher; recommended_preparation: CHEM  272 and 273
ANTH,112,Box Office Archaeology,"This course is an introductory level film-based consideration of archaeology and archaeologists. Various films, ranging from the 1930s to the present, are viewed, discussed and critiqued. The foci of inquiry are on how archaeology is portrayed in visual media through time, and how media have affected archaeology, the human past and  popular culture. The romanticized image of archaeology will be compared with scientific realities, specifically the nature of archaeological data, theory, field methods and analytical techniques.",3,Anthropology,141565,course_number: ANTH 112; course_title: Box Office Archaeology
ANTH,150,Humankind Emerging,"Our 4-field approach toward integrating various aspects of the human condition includes 1) biological, 2) cultural, 3) linguistics, and 4) archaeological. We view the world using this dynamic introduction to anthropological methods, theories, ethics, and by analyzing past populations, our close primate relatives, language and communication, sexuality, spirits and the supernatural, and contemporary issues. We make this course relevant to you by examining gender and cultural diversity, the meaning of family, food sustainability, and globalization.",3,Anthropology,141565,attributes: FGC; course_name: Humankind Emerging; course_number: ANTH 150
ANTH,200,Cult Of World: Regional Survey,The traditional cultures of various geographic areas of the world. Specific regions to be announced each semester:,3,Anthropology,141565,"attributes: GAHP; course_number: ANTH 200; course_title: Cult Of World: Regional Survey; regions: ['Oceania', 'East Asia', 'South East Asia', 'South Asia', 'North America', 'Africa', 'South America', 'Other']; repeatability: May be repeated for credit if subletters are different"
ANTH,205,Cultural Anthropology,"The course will provide you with a multicultural perspective on the world, and deepen your understanding from a global perspective by highlighting cultural and gender diversity, kinship patterns, and economic and political systems.",3,Anthropology,141565,attributes: FGB; course_name: Cultural Anthropology; course_number: ANTH 205; previous_course_number: ANTH 100
ANTH,210,Archaeology,Prehistoric archaeology; methods and techniques of excavation and analysis; brief survey of human's cultural growth in prehistoric times.,3,Anthropology,141565,"attributes: ['DS', 'HPP']; course_number: ANTH 210; course_title: Archaeology; previously_offered_as: ANTH 110"
ANTH,215,Human Evolution,The evolution of humans and their position among the primates. Human adaptation to the environment both in the past and present. Human variation and biomedical anthropology and explored.,3,Anthropology,141565,"attributes: ['DB', 'DS']; course_name: Human Evolution; course_number: ANTH 215"
ANTH,221,Intro to Language,"Linguistically oriented approaches to human behavior, including ethnolinguistics, sociolinguistics, and psycholinguistics. The way language functions in culture, society, and the cognitive processes.",3,Anthropology,141565,course_name: Intro to Language; course_number: ANTH 221; cross_listing: LING 221
ANTH,300,Cultures of Oceania,"This course studies the societies of Polynesia, Micronesia and Melanesia.  It introduces students to the culture and people of these Pacific regions, the impact of contact with the West and the struggle to balance tradition and modernity in contemporary times.",3,Anthropology,141565,attributes: GAHP; course_number: ANTH 300; course_title: Cultures of Oceania; related_course: ANTH 357 (Change in the Pacific); related_course_description: concentrates more on contemporary social and political issues
ANTH,310,Contemp Iss in Hawaiian Anth,"An examination of the social and political context in which Hawaiian archaeology is practiced.  Topics include indigenous anthropology, descendant communities, critical theory, and the politics of the past.",3,Anthropology,141565,attributes: GAHP; course_name: Contemp Iss in Hawaiian Anth; course_number: ANTH 310
ANTH,315,Ecological Anthropology,"Relationship of humans to their natural environment, particularly emphasizing the role of culture as a dynamic component in ecological systems.",3,Anthropology,141565,"Prerequisites: ANTH 150 or 215, or instructor's consent"
ANTH,320,Cross-Cultural Study Of Women,"Comparative analysis of women's roles and women's lives in different societies.  Topics include women's status, life stages, gender roles, images of women and power.",3,Anthropology,141565,"attributes: ['DS', 'FGC']; course_code: ANTH 320; course_title: Cross-Cultural Study Of Women; cross_listing: WS 320"
ANTH,321,Morphology And Syntax,"Introduction to grammatical analysis and theory; practical experience in solving problems in morphology and syntax, using data drawn from a wide variety of languages. (Same as ENG 321, LING 321).",3,Anthropology,141565,prerequisites: LING  102 or consent of instructor; recommended_preparation: LING  311
ANTH,323,Cultural &amp; Social Change,"Various approaches to cultural and social change in non-literate and modern societies; evolution, diffusion, acculturation, adaptation, revolution.",3,Anthropology,141565,course_code: ANTH 323; course_name: Cultural & Social Change
